,docdb_family_id,appln_id,appln_abstract
963,1626683,20981206,"593,363. Darts. CAMPBELL, W. J. Jan. 15, 1945, No. 1125. [Class 132 (iii)] A dart comprises a stem having one end 1 pointed, the other end 3 flighted and the intermediate portion 2 supporting the spherical body 4 in such a way that the body can move relatively to the stem during the flight of the dart. The stem is provided with bosses 2a, 2b connected by straps 2c passing round the spherical body 4. The relative weights of the stem and body are such that the stem during flight is enabled to move relatively to the body into a position dependent on the direction of flight of the body. In a modification the side of the body is flattened."
964,1626684,20981239,"591,806. Colour kinematography. STEVENS, A. H. (Warner Bros. Pictures, Inc.). Jan. 20, 1944, No. 1126. [Classes 97 (i) and 98 (ii)] In a camera having a light divider for two film gates, means are provided for traversing two films in bi-pack relation two frames at a time past one of the gates and also for traversing one of the films two frames at a time past the second gate to expose alternate frames not exposed at the first gate. As shown, a kinematograph camera 1 is arranged to have two films in bi-pack relation, the front film 17 orthochromatic and the rear film 15 panchiomatic, led through a gate 2<1> two frames at a time in such a manner that the emulsions, face to face and separated by a red filter, are exposed to a beam of light passing directly through an image beam divider 4. The rear film 15 after leaving the gate is turned away from the front film 17 which is fed to a take-up reel 24, looped over both films so that the emulsion face is turned towards the gate 3<1> positioned at right angles to the gate 2<1>, exposed through a green filter to the reflected beam from the divider 4 and finally wound on a take-up reel 28. The film 17 has a blue sensation record on each alternate frame and the film 15 has a green sensation and a red sensation record on each alternate frame. A shutter 7 having an arcuate slot 12 and provided with a rim 13 also having a slot 14 of the same angular extent as the slot 12 is rotated so that the slots pass between the divider 4 and the gates 2<1> and 3<1>. In a modification, Fig. 7 (not shown) the bi-pack is exposed to the reflected beam while the rear film is exposed to the direct beam through a green filter."
965,1626685,20981244,"817,576. Television. BRITISH BROADCASTING CORPORATION. Dec. 6, 1956 [Jan. 12, 1956],No. 1126/56. Class 40 (3). In an arrangement for storing television signals for a limited period and subsequently ' reading-of such stored signals at a rate which may be the same as or different from, the rate at which the signals are stored, the signals to be stored, derived from terminal 13, are supplied via switch 14 during alternate frame periods, to produce an image on the screen of a picture reproducing tube 10 which image is directed on to the photo-sensitive surface 17 of an image-type tube 18 to produce an electrostatic charge image on the charge storage electrode 20. During these frame periods the circuit from the output resistor 27 to the output terminal 35 via switch 32 is ' open.' During the other alternate frame periods switch 14 changes over and supplies a positive voltage to the control electrode of tube 10 which then operates as a flying spot scanner to ' read ' the stored information and generate corresponding output signals across resistor 27. During these frame periods the circuit to terminal 35 is ' closed ' via switch 32 and the output signals are available at this point. Whilst the ' writing ' and ' reading ' cycles are being effected via the tubes 10 and 18 similar ' reading ' and ' writing cycles respectively are simultaneously effected (controlled by switch 14) in a second identical storage arrangement 34 the output signals developed across resistor 27<SP>1</SP> during the ' reading ' cycles being supplied via switch 32 to terminal 35 alternately with the signals across resistor 27. At the end of the ' reading ' frame period (of each storage arrangement) a negative pulse from generator 31 is supplied, via condenser 36, to an annular electrode 24, which serves to collect secondary electrons liberated by the charge storage electrode 20, and, within the duration of this pulse, a positive pulse is supplied (from generator 31) to a flash tube 28 the light produced by which illuminates the photo-sensitive surface 17 and liberates electrons which are directed on to electrode 20. These primary electrons and secondary electrons released by electrode 20 are then retained by the latter until its potential falls to a value equal to that of electrode 24 after which secondary electrons from 20 are collected by electrode 24 so that 20 is stabilized at a potential equal to that of 24 and thus when the pulse applied to electrode 24 ends electrode 20 is left at a potential below that of electrode 24 which is the requirement for correct operation of tube 18. In addition the application of the negative pulse and the ' flashing ' serve to remove any residual charge pattern on electrode 20."
966,1626686,20981389,"596,424. Aerofoils. GRISWOLD, R. W. May 23, 1944, No. 1130/47. Divided out of 596,367. [Class 4] An aerofoil having a fixed leading edge portion and a plurality of articulated sections adapted to modify the profile in response to aerodynamic forces is characterised in that the articulated sections are interconnected by a chordwise extending linkage system secured to the leading portion and including resilient means permitting movement of the links to operate the sections in a predetermined relation. In the construction according to Fig. 2, three movable sections 39, 33, 41 are provided, the section 39 being hinged to a fixed section 29 at 22. The linkage comprises a spring- loaded member 62 connected to levers 53, 60, carried respectively by the fixed section 29 and the forward articulated section 39.. The linkage further comprises a link 69 connected at one end to the member 62 and at the other to a lever 63 pivotally mounted on the section 33, the lever 63 being connected to a link 65 attached to a horn member 66 on the trailing edge section 41. The degree of camber is controlled by a spring 52 in a cylinder 48 bearing against a piston at the end of the link 62. The link 65 includes a spring-loaded hydraulic unit 70 by which the position of the trailing edge member 41 may be automatically adjusted by the aerodynamic forces, or manually adjusted independently of the aerodynamic forces. The extent of movement of the linkage is limited by the lever 53 contacting an adjustable stop 56. Fig. 6 shows a construction in which a slat 76 is provided at the leading edge and a split flap 95 operated by a hydraulic cylinder 97 on the trailing edge section 92. A spring link 105 enables the slat 76 to be extended or retracted independently of the camber setting. The linkage may be employed with aerofoils of the kind described in Specification 596,367. Mechanism (Figs. 7-10, not shown) is provided whereby camber variation of one aerofoil results in corresponding variation of the camber of a symmetrically disposed aerofoil on the other side of the aircraft."
967,1626687,20981601,"812,967. Paper cups and like containers. LILY CUPS OVERSEAS Ltd. Jan 12, 1956, No. 1136/56. Classes 18, 66 and 94(2). Cylindrical or truncated conical paper cups, &c. are made by winding a blank to tubular form and securing the overlap by adhesive, &c., crimping inwardly the lower end of the tube to form a pleated bottom wall with an upstanding cylindrical pillar, and comprising the pillar to form a solid button. The bottom wall may be inset, or convex in the case of cups designed to be supported in a stand. The blanks from which the cups are formed have convex and concave edges of the same radius to reduce waste in cutting from a web. In making an inset bottom cup, a blank, Fig. 7, is wound to form a tube 33 and is placed on a mandrel 37. A bottom forming head 41 is lowered, part 44 of which clamps the tube against the mandrel. Horizontally sliding plates 47, 49, 51 are advanced inwardly by rotation of a ring 54 carrying pins 53, to form the pleated bottom 30 and pillars 35, Figs. 9, 14. The plates 47, 49, 51 are withdrawn and a hollow mandrel 59 descends to enclose the pillar and shape the bottom 30 against the mandrel 37. Lastly, a rod 60 compresses the pillar to form an inset button 13, Fig. 4. The button 13 protrudes just sufficiently to prevent the cups jamming when nested. Truncated conical cups with convex bottoms are similarly formed but the blanks are as in Fig. 27. Such cups may be held for use in the stands, Fig. 26, with or without handles, and having internal resilient rings such as 82 whereby the stand may be pressed over a cup in a nested stack and pull the cup free of the stack when it is removed. Reference has been directed by the Comptroller to Specification 656,868."
968,1626690,20981829,"To enrich condensed skim milk with a fat-soluble vitamin (vitamin A, D or E), approximately equal quantities of a solution of the vitamin in oil and milk powder, preferably spray-dried skim milk, are rubbed together, the mixture so formed is made into a paste-like emulsion with skim milk, whole milk, or water, and this emulsion is mixed with the bulk of condensed skim milk or with a bulk of skim milk to be evaporated."
969,1626695,20982307,"814,257. Sealing ends for gas-filled cables. BRITISH INSULATED CALLENDER'S (SUBMARINE CABLES) Ltd. Jan. 11, 1957 [Jan. 12, 1956], No. 1157/56. Class 36. Gas is fed into the conductor of a gas pressure cable by an arrangement comprising a cable sealing end, a gas feed sealing end including a base plate 7 carrying inner and outer tubular insulators 12, 3 and a cover 10 for the hightension end of the latter, a gas supply pipes 19 into the low-tension end of the inner insulator and a gas withdrawal pipe 2 at the high-tension end of this insulator communicating with the high-tension end of the cable sealing end. The insulators 12, 3 of the gas feed sealing end (Fig. 2) are sealed to base plate 7 having an aperture 18 coincident with the bore of the insulator 12 and through which gas is fed from the pipe 19. The upper end of insulator 12 is sealed to a cover plate 15 in which is mounted a pipe 20 passing through and sealed to cover 10. A dome-like cover 25 for the plate 10 encloses the open end of pipe 20 and has pipe 2 sealed thereto, which is thus insulated from pipe 19. The upper end of the cable sealing end insulator 33 is sealed to cover plate 35 through which is sealed a tubular terminal 37 having a tube 40 projecting from its lower end into the hollow cable conductor 39. The plate 35 has a domelike cover 46 and is formed with apertures 47 through which gas can flow into the insulator 33. Reverse flow of the liquid compound filling the insulator is prevented by wire gauze and neoprene discs 48, 49 which are held against the lower surface of plate 35. The pipe 2 is sealed to cover 46, a gas restriction valve 52 being provided. The cover 46 is electrically connected to plate 35 and carries the cable terminal 54."
970,1626700,20982785,"595,866. Variable-speed gear. EASTON, R. W. Jan. 13, 1939, No. 1171. [Class 80(ii)] A variable-speed gear is controlled automatically by the gyroscopic resistance of two pairs of flywheels S mounted in a freely rotatable drum on spaced axes mutually at right-angles and at 45 degrees to aligned driving and driven shafts D, E, which latter each carry bevels A, engaging stepped radial bevels B, C, which engage bevel pinions on the flywheel shafts. Relative rotation between driving and driven shafts spins the flywheels S and rotates them bodily about the axes of the shafts D, E thus developing a variable resistance which eventually overcomes the load. Reference has been directed by the Comptroller to Specifications 107,251, 221,725, [both in Class 80 (ii)], 414,693 and 455,963."
971,1626701,20982815,"<PICT:0600801/III/1> Closely cut petroleum fractions are obtained by fractionating a petroleum distillate in a column under conditions such that the ratio of the overhead or bottom products to the feed is controlled in accordance with the hydrocarbon content of the feed stock as established by analysis. In an example, the feed stock was analysed by determining its true boiling point curve using a laboratory batch column equivalent to at least 20 theoretical plates. The feedstock was found to have 12 per cent boiling below 72 DEG C. and distillation conditions were arranged so that with top and bottom column temperatures of 180 DEG F. and 280 DEG F. respectively, a reflux temperature of 125 DEG F., and an operating vapour velocity of 150,000 lbs. per hour, a reboil ratio (in lbs. per hour of vapours from reboiler and bottoms respectively) of 3.8-1 was maintained. A column e is provided with a reboiler m and an off-take pump o, operation of which is controlled by a level controller n to maintain a constant level in the bottom of the column. Overhead is withdrawn through condenser f and the overhead product is collected in tank g part being recirculated as reflux by the pump k, while the remainder is withdrawn by pump l; operation of pump k is controlled by controller h in tank g. The feedstock is supplied through two or more tanks, so that when the feedstock in one of the tanks is being analysed supply can be continued from one of the other tanks. Specification 600,551 is referred to."
972,1626702,20982817,"591,062. Windshield wipers. SMULSKI, T. J. Jan. 15, 1945, No. 1172. [Class 138 (i)] In a windscreen wiper mechanism having a drive shaft, an offsetting arm is provided at one end with means for attachment to the shaft and at the other end with means for the attachment of a wiper-carrying part, and the offsetting arm is so arranged that the wiper-carrying part extends across the axis of the shaft to actuate a wiper in an arcuate path about the axis. A multi - sectional wiper - carrying part comprises an outer section 17, Fig. 2, mounted on an intermediate section 18 of channel formation and an inner section 31. The section 18 is attached to the section 31 by a pin 39, so as to pivot in a plane at right angles to the windscreen 12. The offsetting arm 34 is fixed to the inner section 31 of the wipercarrying part by a male stud-like member 32, and to the shaft 15 by a female member 41, having the same configuration as the section 31. The arm 34 is secured to the shaft 15 and section 31 by screws and wedges 45, 46 and 35, 36 respectively. In the form shown in Fig. 5, the arm 34 is provided with a reinforcing member 54 of harder metal, the arm and member 54 having superposed serrated apertures 51, 59 to engage a conical serrated portion 52 of the shaft, being secured thereto by a cap nut 56. The invention is particularly applicable to vehicles having a windscreen opening outwards and pivoted about an axis substantially higher than the edge of the screen."
973,1626704,20983309,"599,194. Seats. DEHN, F. B. (Automatic Products Co.). Jan. 15, 1945, No. 1186. [Class 52(ii)] A pedestal type support for a seat has a fixed bearing mounted in the top of the pedestal, a guide box adapted to rotate in the bearing, and a seat-carrying slide assembly mounted on rollers on the guide box, the guide box being automatically locked against rotation except when the seat is fully retracted, and the seat-carrying slide automatically locking in position when fully extended. A spindle 17, rotatably held in the fixed bearing 11 by a set screw 19 engaging in an annular groove 18, has fixed to it the guide box 20 which comprises a top plate 21, a lower plate 22 and parallel side plates 23 spaced inwardly from the edges of the guide box to form tracks for rollers 43 carried on stud shaft 42 on side arms 39 which depend from a plate 38 and have secured to them spiders 40 which carry the seat S. The plate 38 is about half the length of the guide box and limits the sliding movement of the seat by abutting against upturned portions 45 and 46 of the top plate 21. A locking lever 29 carried on a pivot pin 31 has at one end a dog 34 guided by a bracket 36 through a slot 35 in the plate 22 and fitting in a notch 13 in a cap 12 on the bearing 11, thus normally holding the guide box against rotation, and at the other end a cam surface 32 which, whenever the seat is in the fully retracted position, is pressed down by the plate 38 against the action of a spring 33 and lifts the dog 34 to permit rotation of the guide box. On rotation, a lug 28 on the lower plate 22 moves a projecting end of a coil spring 27, the other end being held by a projecting pin 14 on the cap 12, the rotation being arrested after 90 degrees by abutments (not shown). In the fully extended position a spring 49 urges a finger 48 to overlap the upturned portion 45 and prevents withdrawal of the seat until a lever 47, loosely connected to the plate 38 by nuts 52, is lifted."
974,1626708,20983525,"Diolefins or predominantly diolefinic hydrocarbon materials are stabilized by dissolving therein a phenolic type anti-oxidant, and a promoter therefor comprising a compound having a standard oxidation-reduction potential of 1-0.7 to 0 volts. Formation of peroxides is inhibited and, when already present, the content is reduced. Butadiene, isoprene, cyclopentadiene, piperylenes and their homologues are referred to. Phenolic type anti-oxidants include phenols, alkylated phenols, polyhydroxy benzenes and hydroxy naphthalenes, for example cresols, catechol, hydroquinone, pyrogallol, naphthols and their alkyl derivatives. Promoters specified are methylene blue chloride, stannous chloride or acetate or other soluble stannous salt, mercurous and titanous chlorides, platinous, uranous, trivalent vanadium and pentavalent molybdenum salts, lower oxides of copper and iron, hydrogen sulphide and elementary sulphur. The amount of anti-oxidant is desirably about twice that theoretically required for reduction of peroxide present, and the amount of promoter should be at least 10 per cent by weight of the anti-oxidant. Comparative figures are given for the inhibition of the polymerization of isoprene, containing peroxide equivalent to 100 p.p.m. active oxygen, at 60 DEG C., using 0.22 per cent a -naphthol with and without methylene blue chloride (0.03 per cent), and for the reduction of tert.-butyl hydroperoxide and isoprene peroxide in aromatic hydrocarbon solution using tert.-butyl catechol and a -naphthol, with and without methylene blue chloride or stannous chloride."
975,1626710,20983566,"Alkylated monohydroxy phenol sulphides are prepared by alkylating a phenol with an olefine in the presence of a boron halide catalyst, dissolving the reaction product containing the catalyst in an organic solvent and treating the solution with a sulphur halide. In addition to the monohydroxy phenols as starting materials there may also be used high molecular weight alkylated phenols prepared by condensing phenols with chlorinated petrolatum or chlorinated paraffin wax or with a chlorinated kerosene or gas oil. The alkylation is preferably carried out by first adding the boron halide catalyst to the phenol and then introducing the olefine. This is stated to avoid sludge formation. As olefines there may be used individual olefines or mixtures derived from petroleum and refining gases. The preferred catalysts are boron trifluoride and combinations of boron trifluoride with water and with phosphoric acid. For the sulphurization the preferred reagents are sulphur chloride in a petroleum naphtha solvent. An example is included in which tertiaryoctyl phenol is produced by the reaction of diisobutylene on phenol and the product sulphurized with sulphur chloride in a petroleum naphtha solvent."
976,1626711,20983600,"A catalyst comprising nickel chromite, used in the production of hydrocarbons containing more than one carbon atom per molecule from carbon monoxide (see Group IV) and hydrogen, is prepared by adding a solution of ammonium dichromate in water and ammonium hydroxide to an aqueous solution of nickel nitrate maintained at about 165 DEG F., the resultant precipitate being filtered, dried at 300 DEG F. and then calcined at 700 DEG F. Other nickel salts, e.g., the chloride, carbonate and sulphate may be employed. In the latter case any sulphate ions present in the catalyst should be removed. Chromic acid and ammonium hydroxide, ammonium chromate, or sodium and potassium chromates and dichromates may be employed instead of the ammonium dichromate. The nickel chromite may be pelleted or employed on a suitable carrier such as silica gel, alumina gel, diatomaceous earth, kieselguhr, activated charcoal and for this purpose the catalyst may be precipitated within the carrier and the catalyst impregnated carrier then calcined. The nickel chromite may also be coated on the carrier and calcined and reduced as a coating on the carrier. The catalyst either alone or on a porous or gelatinous carrier may be used in fluid operation. In two examples the catalyst employed in the reaction of carbon monoxide with hydrogen is prepared by reducing the nickel chromite obtained as above with a large excess of hydrogen at temperatures of 760 DEG F. and 750 DEG F. respectively. The nickel chromite reduced by hydrogen comprises a catalytic mixture of metallic nickel and chromium.ALSO:Hydrocarbons containing more than one carbon atom per molecule are produced by reacting carbon monoxide and hydrogen at temperatures of 300-450 DEG F. and at atmospheric or elevated pressures in the presence of a catalyst comprising nickel chromite and/or a mixture of metallic nickel and chromium obtained by reducing nickel chromite with hydrogen. The catalyst may be prepared (see Group III) by adding a solution of ammonium dichromate in water and ammonium hydroxide, to an aqueous solution of nickel nitrate and drying and calcining the resultant precipitate. Instead of ammonium dichromate, chromic acid and ammonium hydroxide, ammonium chromate or sodium and potassium chromates and di-chromates may be used. Other nickel salts, e.g. the sulphate, chloride and carbonate may be used, but when nickel sulphate is employed, precautions should be taken to remove any sulphate ions present in the precipitated catalyst. The catalyst may be pelleted or employed on a suitable carrier such as silica gel, alumina gel, diatomaceous earth, kieselguhr and activated charcoal. The nickel chromite may also be coated on the carrier and calcined and reduced as a coating on the carrier. The nickel chromite prepared by calcination of the nickel ammonium chromate complex is suitable for use in fluid operation and the catalyst has been found to fluidize readily when prepared on a carrier such as silica gel, alumina, clay, bauxite, silica-alumina gels and kieselguhr. The feed stock which should be freed from sulphur and sulphur compounds, e.g. by treatment with caustic alkali or tri-ethanolamine, may be supplied from such sources as water gas, gases obtained through the controlled hydrogenation of coal or by gasification of solid carbonaceous fuel such as coke, brown coal and mineral oil, or by the conversion of natural gas, by the reaction of methane with steam and/or carbon dioxide or subjecting hydrocarbon gases to controlled and incomplete combustions. In two examples, the catalyst prepared as above is reduced with a large excess of hydrogen at 760 DEG F. and 750 DEG F. respectively, and a mixture of carbon monoxide and hydrogen passed through a reactor containing the catalyst. The temperature of the reactor is about 360 DEG F. and the throughput is 118 volumes and 111-113 volumes of gaseous synthesis mixture per volume of catalyst per hour respectively, liquid hydrocarbons being obtained."
977,1626714,20984127,"594,354. Nesting desks. MYERS, B., and JOHNSON, S. P. Jan. 15, 1945, No. 1210. [Class 52(ii)] A stackable scholar's desk comprises back legs 3 disposed at the sides 7 of a locker 1 a distance apart greater than the width of the locker, front legs lying completely under the locker and a spacing element or elements 11 of height not less than the difference in height between the front and back of the locker."
978,1626715,20984169,"The invention comprises 19-nor- D 4-androsten - 3 - one - 17b - ol hexahydrobenzoate (19-nor-testosterone hexahydrobenzoate) of the formula <FORM:0815341/IV (b)/1> and its preparation by reacting 19-nor- D 4-androsten - 3 - one - 17b - ol with hexahydrobenzoic anhydride. In an example, the reaction is carried out in pyridine at reflux temperature; after completion, the excess hexahydrobenzoic anhydride is decomposed to the acid, which is found to be more readily separable from the desired 19-nor-testosterone hexahydrobenzoate. 19-nor-Testosterone is obtained by the action of methanolic hydrochloric acid upon the 3-methyl ether of 1,4-dihydroestradiol-17b , which is prepared by reducing with lithium in liquid ammonia the 3-methyl ether of estradiol-17b , obtained in turn by methylating estradiol-17b with dimethyl sulphate in aqueous sodium hydroxide."
979,1626716,20984212,"174,083. Askaniawerke Akt.-Ges. vorm. Centralwerkstatt-Dessau und C. Bamberg, (Assignees of Werkstõtten f³r Prõcisions-Mechanik und Optik C. Bamberg). Jan. 13, 1921, [Convention date]. Gravity, measuring force of.-Relates to the E÷tv÷ss torsion balance used in the determination of gravitational constants, and comprises the arrangement of the registering devices in a vertical protecting casing. Light from sources u passes through prisms v downwards to a mirror p mounted on a universal joint, and from thence to mirrors o carried by the platinum-iridium wires e suspended from torsion-heads g. The rays reflected back on to the mirror p are reflected vertically upwards to a sensitized plate r moved. by clockwork and situated at the top of the casing q. A rotary mirror s may be, interposed to reflect the ravs on to a window t for observation of the mirror adjustments during an experiment."
980,1626718,20984336,"595,726. Electric servomotor systems. TANKER, J. A. fan. 15, 1945, Nos. 1216 and 33476. [Class 40 (i)] In a follow-up system using a D.C. motor which is energized from an A.C. supply with the aid of one or more pairs of gas-discharge rectifiers 15, one pair for each phase of the supply the controlling signal which determines which rectifier shall be effective and the point in the plate-excitation cycle at which it shall fire depends jointly on the position of a control handle, the position of the controlled object and either the load on the motor, e.g. as measured by a torquemeter, or factors affecting the load, e.g. altitude and airspeed in the case of an aircraft. The normal bias on the tubes may be such that there is a small resultant A.C. output which helps the motor to overcome ' stiction.' As shown in Fig. 1, the control signal for adjusting an aircraft control surface is obtained from potential dividers actuated respectively by the control handle 35 and the surface and from a third potential divider which is effective only when the surface is away from its normal position and is adjusted by bellows 45, 46 in accordance with airspeed and altitude. In a modification, Fig. 3, the signal is the rectified (with phase discrimination) resultant of the output signals from three Selsyn receivers energized from a Selsyn transmitter geared to the control handle 52. The receiver 61 is controlled mechanically by the control handle and by a trim-setting handle 69 so that its output depends only on the setting of the latter, the receiver 63 has its rotor geared to the controlled object and the receiver 62 has its rotor fixed and a variable portion of its output is taken by a potential divider 71 actuated by a torquemeter 47."
981,1626719,20984445,"592,194. Rotary engines &c. BROOM & WADE, Ltd., and HAUSFELDER, L. Jan. 15, 1945, No. 1219. [Class 110 (ii)] In a rotary machine of the type having two or more diametrical sliding vanes, each with cut-away portions at its ends to enable the vanes to cross one another, the cutaway portions are offset from the centres of the vanes and are so shaped that the centres of gravity of the vanes are substantially co-planar with the centres of their working edges. The hollow cylindrical rotor 62, Figs. 3, 4, is cast integrally with a stub shaft 77 to which is secured the driving shaft of a lubricating pump 78. The open end of the rotor is closed by a bolted-on end plate 73 carrying a stub shaft 75 to which is keyed a coupling flange 76. The vane 63 has a central neck 88, while vanes 64, 65 have asymmetrically disposed necks 89, 90. Lubricant drawn by the pump 78 from a sump 80 in the base 81 is delivered through passages 84 in the stator end plates 69, 70 to distance members 184 mounted on the stub shafts 75, 77. Each member 184 has a right- or left-handed screwthread on its surface tending to deliver oil to the end surface of the rotor. Oil chambers 85 which are kept filled by pump 78 surround the stub shafts 75, 77 which run in bushes 86 and are lubricated by oil-carrying rings 87. Cooling water jacket chambers 68, 71, 72 are provided. In an embodiment comprising two vanes 37, 38, Fig. 1, having offset necks 42, 43, the relative dimensions of vanes and vane slots are such that the vanes can be introduced into the slots without disassembly of the rotor 21 which can thus be cast in one piece with the stub shafts 22, 23. The latter are journalled in roller bearings 24. The centre of gravity of each vane is arranged to be in the plane passing through the centres of the edges. Leakage of lubricant is prevented by oil seal 30 and end cover 27. Core holes 45 are stopped up by metal discs 46. The vanes may be of phenol-formaldehyde resin with or without laminated fabric reinforcement, and may be moulded to shape or cut from premoulded sheet material. Alternatively, plastic-bonded plywood, cast iron or light alloy may be used. The neck portion may be of metal, preferably an alloy steel having a negligible coefficient of expansion, riveted to the working portions, and may be embedded in the latter and extended through the plastic material to the working edge. Alternatively, the working edge may have a metal insert secured in place by adhesive or rivets. According to the Provisional Specification, the rotor is cast with four cells separated by radial partitions and having interior walls placed at a radius from the centre which is a little greater than the diameter of the stub shafts."
982,1626721,20984567,"599,809. Rotors for turbines and compressors. BRISTOL AEROPLANE CO., Ltd., and OWNER, F. M. Jan. 15, 1945, No. 1223. [Classes 110 (i) and 110 (iii)] The rotor of an axial flow turbine or compressor is built up of discs 13 having large central holes. The discs contact at their peripheries and the drum-like centres. They may be secured together by long bolts going through all the discs and the end plates secured to the shaft. Or, they may be secured by long and short bolts 26, 27; the long and short bolts in adjacent lines being in relatively staggered. The bolts may pass through the body of the drum portions or, as shown, through flanges 25. Or, the flanges 25 of adjacent discs may be secured together by short bolts only. Dowel pins may be provided between the bolts or dowel sleeves around the bolts. The turbine or compressor blades have dovetailed roots secured in axial slots and the separating pieces bridge from one disc to the next and form keys. Complete rings may be used instead of individual distance pieces in the axial slots. According to the Provisional Specification, the blades may be formed integral with the discs."
983,1626723,20984606,"591,672. Heating by circulation of fluids. CLARKSON, A. Jan. 15, 1945, No. 1224. [A Specification was laid open to inspection under Section 91 of the Acts, Feb. 20, 1946.] [Classes 64 (i), 64 (ii) and 64 (iii)] [Also in Group XXIX] In a liquid heating and circulating apparatus comprising a closed container 19, 22 in which the liquid is heated by combustion products in a combuston chamber 17, a feeder conduit 42 connecting the discharge end of the heating container to the lower portion of a remote container 40, a return conduit 48 also connecting the container 40 and the discharge end of the heating container, a by-pass conduit 34 connecting the discharge and inlet ends of the heating container, and means, e.g., an injector 27, providing accelerated circulation through the conduits, the heating container is formed in part with a plurality of spiral tubes 19 having their upper ends connected to a single outlet 20, a second feeder conduit 39 leads from the discharge end of the heating container to the upper portion of the remote container, and the accelerating means 27 is interposed between the outlet 20 and the feeder and return conduits 39, 42, 48. Liquid passing from the boiler through the nozzle 28 in the injector 27 entrains and mixes with cooler liquid from the return conduit 48, and passes through the venturi 30. 65 per cent. of the mixture passes through the pipe 42 to the coil 43 to heat oil in the sump of the engine 41, thence to a coil 45 to heat an electric battery, and if desired to other coils in series or in parallel with the coil 45, and finally to the engine jacket 40. 25 per cent. of the mixture passes direct to the engine jacket through the pipe 39. The remainder passes through the by-pass 34, which contains a check valve 35 (see Group XXIX), which opens and closes in response to pulsing variations in pressure in the boiler Specifications 590,668 and 591,671 are referred to."
984,1626725,20984799,"594,471. Suction cleaners. KATZ, L. NAMENYI-. Jan. 15, 1945, No. 1229. [Classes 8 (i) and 8 (ii)] A dust disposal device for a vacuum cleaner comprises a combustion .chamber, means for feeding the dust collected by the cleaner into the chamber with or without means for consolidating it prior to its entry into-the chamber, and means for igniting the dust in the chamber. The combustion chamber 10 containing an axially disposed sheathed electric heater 11 has an opening 12 in periodic register with a cavity 16 in a rotatably mounted trap valve 14. A passage 15 connects the pressure side of the cleaner exhauster with the trap in which the dust is caught and consolidated, and is provided with a byepass through which' dust-laden air passes to a filter during the time when the valve is turned to the chamber 10. The gaseous products of combustion pass from the chamber 10 to atmosphere by means of a passage 17 and a deodorizing unit 18. Ash is compressed against a wall 21 of the chamber 10 by an oscillating blade 20 linked to the rotary valve by a slotted arm engaged by a pin on a disc carried by the valve shaft and driven by a pulley engaging the cleaner brushes."
